text,length
"Thái Thị Phương Thảo
cho mình vào xem vs",40
"Yến Thanhh
đi thoai",19
Mãi sau này anh mới biết,24
hay =))),8
"Ngọc Nguyễn
nhớ phại dẫn t đi gặp ayeuu nhéee",45
"Nguyen Tuan Hoang
má t tưởng anh jack",37
Thiên mệnh đi pls,17
"Mai Tố Uyên
mong sơm sớm t vs m xem ké tí nhỉ",45
á đù chồng ơi,13
"Lưu Hiển
vua e ạ",16
"Dao Tung Lam
gọi anh đi cưng",28
"Tran Anh Quan
Sơn Lưu
cho đi với đc k",37
"Phương Linh
trg ngta",20
"sao ko phải rách ??
Gia Huy",27
"Nguyễn Hải
Nguyễn Bắc
làm cuốc về ptit vs em",44
vkl ap,6
"Phuong Anh Nguyen
vì em ko yêu anh như anh faker",48
"Nguyễn M.Lan
mê chưa mê chưa",28
"Đỗ Hương Giang
m thấy j ch",26
"Đạt Phùng
ké với",16
"Nguyễn Thu Thảo
đủ wow r đoa",28
"Hà Phươngg
mời bn với",21
"Trần Mạnh Khiêm
bạn ơi",22
"Cloud Wii
k gion dau",20
"Nguyễn Quỳnh Châm
e ơiiiiii",27
"Thuanh Đào
:))))) tuỵt",22
"đúng idol t rồiii, tự hào quá P ơiii",36
"Duc Anh
Nguyen Trong Duc
đi với",31
"Quang Van
Phạm Phú
lên đây đồng ca ""Thiên mệnh"" anh Nam bao ăn ở
Ninh Đức Nam",77
"Huế Phạm
đây nhé iemmm",22
"Nguyen Thi Binh Minh
let gô",27
"Lưu Đạt
rủ cả lò đi thôi cả nhà",31
"Trung Kiên
choo t lên chơi voi =))",34
"Nguyễn Đình Hưng
có pát vé k ?",30
"Phạm Thị Phương Thảo
giữ chỗ cho b nhá",38
"Vũ Đức
cho coi ké với",21
"Minh Khang
nào mình mới đc dị mày",33
trường khác đến xem dc k ạ:(,28
"Minh Huệ
đi hong pà",19
"Nguyễn Hồng Sơn
lại tiếp thôi nhể",33
"Que Anh
đi thou Quế :))))",25
"Phương Mai Thùy
Hồng Huê
cho đi xem mí",38
"Nguyễn Bố Mày
di",16
"Bảo Phương
sang trường t xem",28
"Trần Hà
ê phải đi rồiiiiii",26
"Nguyễn Thị Mỹ Duyên
tiếc quá điii",33
"Hùng Dư
kiếm cho a cái vé vào với",33
"Nguyễn Thuận
e eee cho a mượn áo phát",37
"Quanh Nguyen
Nguyễn Thành
lên đồ đi em lên đồ với",49
"Minh Quân Lương
xin cho bạn quả ảnh:)))",39
"Nguyen Hoà
woàng tử của tau",27
"Hà Việt Hoàng
thích k b",23
"Vũ Thư
Đỗ Thu Thủy
đi đi",24
"Đặng Minh Trang
Ngọc Khánhh
Nguyễn Ánh
Nguyễn Thị Thanh Thu
ảnh kìa :)))",72
"Kiều Thành
anh tray sayyy",25
Cũng muốn đi,12
"Hiền Thư
anh ơi dẫn iem di cùng vớiii",37
"Hải Hứa
anh chai C2",19
"Thu Phương
chồng",16
"Nguyễn Thị Ngọc Hương
ước trong nam cũng vị",43
"Anh Trang
anh e bờ lết của m này",32
"Quynh Anh Hoang
chị ta đã đúng",30
"Nguyễn Huy Hoàng
fen ơi fen",27
"Nguyễn Thị Thanh Vân
ảnh rời xa trường U r",42
"Kiều Trinh
mời",14
"Hoàng Hoàng Tuấn
mê thí",23
"Nguyễn Hoa
đi zoiii",19
"Đỗ Hà
PHẢI ĐI",13
"Nguyễn Quang Huy
,
Tiến Thành
xin slot",38
Quốc Kang đâu,13
"Trịnh Dương
tàn sát",19
"Đỗ Thanh Huyền
Lan Hương
cb bám rào kooo",40
"Lê Tú Aanh
ái chà",17
Ôi anh traiiiii,15
"Pham Thii Luong
ờ thì...Vậy đoá",31
Có thể đi từ tối luôn,21
"Nguyễn Thu Ngân
Mai Lan
điii",28
"hệhe
Ngoc Anh Lê
dịp ce mình gặp nhau",37
"Đinh Văn Minh
oách z",20
em yêu PTIT,11
"Tuấn Khanh
bao h",16
"Nguyễn Tiến Hùng
Quân AP kìa a =))",34
"If Chao
êyy",11
Jack của tớ đâu :((,19
"Đoàn Ngọc
nv gián tiếp làm b ấy … đây hả",40
Quá đẹp zaiiii,14
Chào tân tổ chức bắt đầu từ mấy giờ vậy ạ,41
1 năm đi gặp ck 2 lần..,23
Nghiêm Hương Linh,17
Oanh Oanh,9
Hoài Thương,11
Lê Ngoc Anh,11
Kim Hằng,8
Linh Dieu Nguyen,16
"Yen Nhi
Phạm Thuỷ
Thuỳ Trâm",27
Nguyen Ha Anh,13
"Nguyễn Bảo Ngọc
Bùi Thị Minh Thu",32
"Anh Tuan
,
Thảo Linh",20
Hoàng Thế Cường,15
Bui Ngoc Anh,12
"Ngoc Anh
Mai Hương
Huyền Trang",30
"Thuý Hằng
=))",13
Phan Chinh,10
ChiD Nguyễn,11
Linh Chi,8
"KM Hương
Quyên Vũ
Phạm Tâm Đan
Bùi Cường
Viết Mạnh
Ngọc Anh",59
Kiều Hiếu,9
Dinh Kim Chi,12
"Hoang Hue Anh
:))))))",21
=)))))))))),11
Sơn Trường,10
Ng Nhi,6
Chu Thị Quỳnh Anh,17
Trần Trang,10
Đinh Thanh Phương,17
Nguyễn Ngọc Dương,17
Dương Như Quỳnh,15
Kieu Oanh,9
Mai Ngọc Anh,12
"Ngô Quỳnh Giao
bông hoa đẹp nhất",32
Wow bía,7
Ô mai gótttttttttttttt,22
son tung mtp,12
"Như Ý Hoàng Bùi
E iu Ýyyyyy",27
"Thành Phạm
. cumz mun",21
"Phương Nhi
vkl",14
"Mỹ Ánh
m oii..",14
"Nguyễn Thu Hải
máaaaaa",22
"Luu Duc Anh
đủ woo",18
"Nguyễn Thu Hiền
m oiiii",23
"D25 ƠI, CLB NÀO SẼ LÀ ""CHÂN ÁI CỦA BẠN?
Ngày nhập học không chỉ để hoàn thành thủ tục đâu! Đi một vòng quanh sân trường, các bạn sẽ choáng ngợp trước ""thế giới thu nhỏ"" đầy màu sắc của các CLB/Đội/Nhóm tại PTIT đó!
Từ học thuật, kỹ năng, tình nguyện đến thể thao, nghệ thuật,... tất cả đều đang sẵn sàng chào đón bạn. Đây chính là cơ hội tuyệt vời để:
Tìm hiểu và lựa chọn ""ngôi nhà thứ hai"" của mình.
Gặp gỡ và giao lưu với các anh chị khóa trên siêu thân thiện.
Trải nghiệm những hoạt động ""made by PTIT-ers"" cực chất.
Đừng ngần ngại ghé qua các bàn truyền thông để lắng nghe, hỏi han và đăng ký tham gia nhé. Một thế giới sinh viên năng động và đầy ắp kỷ niệm đang chờ bạn khám phá!
Bạn đã ""chấm"" được CLB nào chưa? Comment khoe ngay dưới đây nào!
#PTITClubs #TuyenThanhVien #D25 #TanSinhVienPTIT #WelcomeD25 #JoinUs
#JoinUs
——————————————————————————-
HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG
Trụ sở chính: 122 Hoàng Quốc Việt, P.Nghĩa Đô, Hà Nội.
Học viện Cơ sở tại TPHCM: 11 Nguyễn Đình Chiểu, P. Sài gòn, Thành phố Hồ Chí Minh.
Cơ sở Đào tạo tại Hà Đông: Km10 Đường Nguyễn Trãi, P.Hà Đông, Hà Nội.
Cơ sở Đào tạo tại Ngọc Trục: Ngõ 33, Đường Đại Mỗ, P.Dương Nội, Hà Nội.
Cơ sở Đào tạo tại TP.HCM: 97 Đường Man Thiện, P. Tăng Nhơn Phú,  TP.Hồ Chí Minh.
► Fanpage: 
https://facebook.com/HocvienPTIT
► Tuyển sinh: https://tuyensinh.ptit.edu.vn/
► Youtube: https://www.youtube.com/@PChannels
► Tiktok: https://www.tiktok.com/@langthangptit
► Website: https://ptit.edu.vn",1471
"CLB Guitar Học Viện Công Nghệ Bưu Chính Viễn Thông
luôn chào đón D25 có đam mê âm nhạc",86
"Tôi yêu
CLB SVTN PTIT",21
ai học ở 122 hoàng quốc việt k,30
"Yeye
Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông
chính là lựa chọn của tuiiii",106
"có thể vấn đề về ""máu "" khi mới nghe đến có thể sẽ rất là nhạy cảm nma chưa làm thì chưa biết,lúc làm rồi mới biết k làm là tiếc...ngôi nhà thứ 2 của tôi
Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông",226
"Vao ngay
CLB SVTN PTIT
de biet the nao la mot gia dinh",54
Ngôi nhà thứ 2 đích thực là Đội Máu chứ đâuu,44
"CLB SVTN PTIT
la chan ai",24
"Đội nào là Đội chiến nhất
Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông",98
"Thiết kế, media, truyền thông thì bơi zô
CLB Multimedia PTIT
nhe",64
Tuyệt vời quá,13
"đông nhất trường gọi tên
Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông",97
"PTIT Street Workout
dành cho các bạn muốn tập luyện, làm truyền thông và tổ chức sự kiện ở cái tầm nhe",102
"Mãi 1 tyeu với
CLB SVTN PTIT",28
"Zô
CLB Hỗ trợ Học tập - LSC PTIT
để vừa học chăm vừa chơi vui nèee",66
"CLB Văn Hóa Nghệ Thuật PTIT
CLB này hot thế",43
"apply
CLB SVTN PTIT
thui các e ơiii",35
"CLB Kinh doanh số PTIT - PTIT DBC
một từ thoi “chất”",52
D25 vào clb để nhận yêu thương của các anh chị nàooo,52
Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông,72
"VIỆC LÀM CHO TÂN SINH VIÊN
Môi trường NĂNG ĐỘNG - TUỔI TEEN - PHÁT TRIỂN kĩ năng mềm
Ưu tiên: SV năm nhất, năm hai
Thời gian: LINH HOẠT ca làm việc , chủ động giữa việc học và lịch rảnh
+ Ca sáng : 9h30-11h30
+ Ca chiều : 15h30-17h30
+ Ca tối 18h30-20h30 Hoặc 19h- 21h30
Thu nhập : 2.000.000-5.000.000 + Thưởng
Địa chỉ : KĐT Văn Quán , Hà Đông, Hà Nội
Quyền lợi:
- Không yêu cầu kinh nghiệm và Không yêu cầu trình độ tiếng anh
- Training kỹ năng mềm ( thuyết trình, leader, giao tiếp, quản lí...)
- Học trải nghiệm các lớp học Tiếng Anh free... - CHỨNG NHẬN CHO HSSV
QUAN TÂM IB CHỊ ĐỂ NHẬN JD CÔNG VIỆC
#tuyendung #kinhdoanh #vieclamsinhvien",642
mình tìm 2 bạn phát voucher ở cổng trường mình ngày mai 50k/h. ai phát dc ib mình nhé,85
"Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông
chân ái đây ạ",86
"Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông
vào đây trải nghiệm nhiều hoạt động thú vị nè",118
"Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông
này cháy vậyyy",87
"Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông
vô việc luôn",85
"Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông
vào đi vui lắm các e oi",96
"Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông
vào Đội là siuuu mê lunnn",98
"Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông
như một gia đình lunnnnn",97
"Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông
mê chưa",80
"Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông
vào Đội Máu ac phát ny cho là thành ngôi nhà thứ 3 :33",127
"Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông
sịn sịn",80
"Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông
yêu luôn",81
"Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông
chân ái nè",83
"Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông
hottt quáaa",84
"Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông
vào để đc phát ny",90
"Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông
Đội này mê",83
"Uiii tình iu to bự với
Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông",95
"Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông
ngồi nhà thân yêu",90
"CLB Hỗ trợ Học tập - LSC PTIT
vào clb để học có đội - chơi có hội cùng chúng mình nàooo",87
"Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông
mê luon",80
"Minh Tan
clb i gì gì đấy đâu",28
"Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông
xink iuzzz thee",88
"Nhanh tay thì còn, chậm tay thì vẫn còn
Link đăng ký: https://bit.ly/DoiMauBuuchinhTuyenTNV2025
——————————————————
ĐỘI MÁU BƯU CHÍNH TUYỂN TÌNH NGUYỆN VIÊN 2025
Thời gian đăng ký: 27/8 - 7/9/2025
Link đăng ký: https://bit.ly/DoiMauBuuchinhTuyenTNV2025
CẬP NHẬT THÔNG TIN TẠI FANPAGE:
https://www.facebook.com/PtitQuayTitDaQuayLaTit
Liên hệ: 033 547 1376 (Mr. Phúc - Đội trưởng)
#DoiMauBuuchinh
#TuyenTNV2025",415
"CLB SVTN PTIT
còn hơn cả 1 gia đình lun áa",42
"Google Developer Group - GDG on Campus: PTIT
mình thấy bạn r",60
"Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông
oách quá",81
"Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông
cháy waaa",82
"Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông
(. ❛ ᴗ ❛.)",83
"Đội Thanh Niên Vận Động Hiến Máu Học Viện Công Nghệ Bưu Chính Viễn Thông
meeee",78
Clb ngủ ạ,9
"THÔNG BÁO VỀ VIỆC KHÓA ĐÀO TẠO MIỄN PHÍ VÀ CẤP CHỨNG NHẬN KỸ NĂNG SỐ CHO 500 TÂN SINH VIÊN
Bạn đã sẵn sàng trang bị những kỹ năng thiết yếu để bứt phá trong kỷ nguyên số? Nằm trong chuỗi hoạt động hỗ trợ cho tân sinh viên D25, Học viện Công nghệ Bưu chính Viễn thông thông báo tổ chức Khóa đào tạo ""Kỹ năng số” cung cấp cho người học các kiến thức và kỹ năng số toàn diện tương đương với bậc 5 theo chuẩn khung năng lực số được Bộ Giáo dục và Đào tạo ban hành.
Thông tin chi tiết khóa học
Tên khóa học: Kỹ năng số căn bản - cho sinh viên PTIT
Đối tượng tham gia: Dành cho tất cả tân sinh viên D25 Học viện Công nghệ Bưu chính Viễn thông.
Mục tiêu khóa học: Giúp sinh viên nắm vững các kỹ năng sử dụng công cụ số, công cụ AI căn bản; phương thức làm việc, giao tiếp hiệu quả và đảm bảo an toàn thông tin trên  trên môi trường số và có năng lực số tương đương bậc 5 theo khung năng lực số quốc gia.
Hình thức đào tạo: Trực tuyến (online) thông qua nền tảng học trực tuyến của Học viện Công nghệ Bưu chính Viễn thông.
Hoàn thành khoá học, người học được Học viện cấp chứng nhận “Kỹ năng số” với trình độ tương đương bậc 5 theo khung năng lực số của Việt Nam.
Thời gian học tập (dự kiến): Từ ngày 25/9/2025 đến 25/10/2025
Nội dung khóa học: Khóa học gồm các chuyên đề:
Khai thác dữ liệu và thông tin: Giới thiệu tổng quan về dữ liệu và thông tin số, phân biệt dữ liệu, thông tin, tri thức, các loại dữ liệu và đặc điểm dữ liệu số.
Giao tiếp và hợp tác trong môi trường số: Hướng dẫn cách tương tác hiệu quả thông qua công nghệ số trong học tập.
Sáng tạo nội dung số: Tập trung vào quy trình phát triển nội dung số hiệu quả
Bảo mật: Đề cập đến các nguy cơ và biện pháp bảo vệ thiết bị, dữ liệu và quyền riêng tư trong kỷ nguyên số.
Giải quyết vấn đề: Trình bày cách xác định và xử lý sự cố công nghệ thường gặp.
Ứng dụng trí tuệ nhân tạo: Giới thiệu các khái niệm cơ bản về Trí tuệ nhân tạo (AI), bao gồm AI, học máy (Machine Learning), học sâu (Deep Learning) và các nhánh như xử lý ngôn ngữ, thị giác máy tính, robot.
Lợi ích khi tham gia khóa học
Được trang bị những kỹ năng số cần thiết cho học tập và nghiên cứu.
Nhận Chứng nhận hoàn thành khóa học từ Học viện, một điểm cộng giá trị cho hồ sơ cá nhân của bạn.
Điều kiện hoàn thành khóa học
Người học hoàn thành khóa học sau khi tham gia đủ 100% thời lượng học tập và hoàn thành các yêu cầu đánh giá kết quả học tập được lồng ghép trong khóa học.
Đăng ký tham gia
Để đăng ký tham gia khóa học, sinh viên vui lòng truy cập và điền thông tin vào mẫu đăng ký trực tuyến tại đây.
Thời hạn đăng ký: Từ ngày 15/09/2025 đến hết ngày 19/09/2025.
Sau khi kết thúc thời gian đăng ký, Học viện sẽ gửi thông báo xác nhận đến 500 sinh viên hợp lệ và đăng ký sớm nhất qua email sinh viên.
Hãy nhanh tay đăng ký ngay để không bỏ lỡ cơ hội quý báu này!
Thông tin đăng tải tại: https://trithuc.ptit.edu.vn/technology-news/49
——————————————————————————-
HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG
Trụ sở chính: 122 Hoàng Quốc Việt, P.Nghĩa Đô, Hà Nội.
Học viện Cơ sở tại TPHCM: 11 Nguyễn Đình Chiểu, P. Sài gòn, Thành phố Hồ Chí Minh.
Cơ sở Đào tạo tại Hà Đông: Km10 Đường Nguyễn Trãi, P.Hà Đông, Hà Nội.
Cơ sở Đào tạo tại Ngọc Trục: Ngõ 33, Đường Đại Mỗ, P.Dương Nội, Hà Nội.
Cơ sở Đào tạo tại TP.HCM: 97 Đường Man Thiện, P. Tăng Nhơn Phú,  TP.Hồ Chí Minh.
► Fanpage: 
https://facebook.com/HocvienPTIT
► Tuyển sinh: https://tuyensinh.ptit.edu.vn/
► Youtube: https://www.youtube.com/@PChannels
► Tiktok: https://www.tiktok.com/@langthangptit
► Website: https://ptit.edu.vn",3501
"Nguyễn Thơ
xem triển khai cho SV được không ?",45
Linh Khánh,10
Bùi Linh Giang,14
Đinh Xuân Duy,13
Khang Phuc Nguyen,17
Nguyễn Minh Đức,15
Nguyễn Thùy Dương,17
My Pham,7
Linh Vũ Khánh,13
"Minh Quân Lương
t ko biết nói gì nữa..",38
"Lâm Tiến
ây làm tí ...",22
Nguyễn Thành Đạt,16
Minh Hải,8
Long Lê,7
Đình Dương,10
Minh Đức,8
"THÔNG BÁO THAM DỰ LỄ KHAI GIẢNG NĂM HỌC 2025 – 2026
Lễ Khai giảng năm học 2025 – 2026 là sự kiện khai giảng toàn quốc đặc biệt, kết nối trực tuyến giữa các cơ sở giáo dục với Trung tâm Hội nghị Quốc gia – nơi diễn ra Lễ kỷ niệm 80 năm thành lập Bộ Giáo dục và Đào tạo.
Học viện Công nghệ Bưu chính Viễn thông (PTIT) sẽ long trọng tổ chức Lễ Khai giảng năm học mới tại Hội trường A2, đồng thời cầu truyền hình trực tiếp tại sân A2 và kết nối với Trung tâm Hội nghị Quốc gia.
Thời gian: 06h30 – 09h30, Thứ Sáu ngày 05/09/2025
Địa điểm: Hội trường A2 & sân trước nhà A2 – Cơ sở Hà Đông
Đăng ký tham dự ngay: https://forms.gle/p5TWkc76unXQEwNY7
Đừng bỏ lỡ cơ hội trở thành một phần của khoảnh khắc ý nghĩa, mở ra một năm học mới đầy khát vọng cùng PTIT!
——————————————————————————-
HỌC VIỆN CÔNG NGHỆ BƯU CHÍNH VIỄN THÔNG
Trụ sở chính: 122 Hoàng Quốc Việt, P.Nghĩa Đô, Hà Nội.
Học viện Cơ sở tại TPHCM: 11 Nguyễn Đình Chiểu, P. Sài gòn, Thành phố Hồ Chí Minh.
Cơ sở Đào tạo tại Hà Đông: Km10 Đường Nguyễn Trãi, P.Hà Đông, Hà Nội.
Cơ sở Đào tạo tại Ngọc Trục: Ngõ 33, Đường Đại Mỗ, P.Dương Nội, Hà Nội.
Cơ sở Đào tạo tại TP.HCM: 97 Đường Man Thiện, P. Tăng Nhơn Phú,  TP.Hồ Chí Minh.
► Fanpage: 
https://facebook.com/HocvienPTIT
► Tuyển sinh: https://tuyensinh.ptit.edu.vn/
► Youtube: https://www.youtube.com/@PChannels
► Tiktok: https://www.tiktok.com/@langthangptit
► Website: https://ptit.edu.vn",1393
